epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.2142529934644699,0.0010000000474974513,4.494714736938477,0.2776811718940735,2.2188587188720703
1,0.35788220167160034,0.0010000000474974513,2.9486100673675537,0.3571014404296875,1.9294880628585815
2,0.45919209718704224,0.0010000000474974513,2.2402195930480957,0.46318840980529785,1.6257821321487427
3,0.5211138725280762,0.0010000000474974513,1.8095430135726929,0.48115941882133484,1.5652823448181152
4,0.5679215788841248,0.0010000000474974513,1.54301118850708,0.50318843126297,1.529672384262085
5,0.5939360857009888,0.0010000000474974513,1.3553707599639893,0.6365217566490173,1.1167970895767212
6,0.6343317627906799,0.0010000000474974513,1.1788734197616577,0.6086956262588501,1.194214940071106
7,0.6556746363639832,0.0010000000474974513,1.0886101722717285,0.6568115949630737,1.100141167640686
8,0.6819639205932617,0.0010000000474974513,0.9661496877670288,0.6631883978843689,1.0170103311538696
9,0.7096272110939026,0.0010000000474974513,0.8586249947547913,0.7089855074882507,0.9443959593772888
10,0.7225428223609924,0.0010000000474974513,0.8050616979598999,0.7397101521492004,0.8651789426803589
11,0.732985258102417,0.0010000000474974513,0.7617545127868652,0.7147825956344604,0.9488517642021179
12,0.746816873550415,0.0010000000474974513,0.6870282888412476,0.7310144901275635,0.8642404675483704
13,0.7513052821159363,0.0010000000474974513,0.6477476358413696,0.7385507225990295,0.8538745641708374
14,0.7738389372825623,0.0010000000474974513,0.5881319046020508,0.7536231875419617,0.7758829593658447
15,0.7754877805709839,0.0010000000474974513,0.5623095631599426,0.7565217614173889,0.7738858461380005
16,0.7894110083580017,0.0010000000474974513,0.53579181432724,0.775072455406189,0.7433876991271973
17,0.7936246395111084,0.0010000000474974513,0.5251290798187256,0.7744927406311035,0.7283571362495422
18,0.7959146499633789,0.0010000000474974513,0.5160144567489624,0.7588405609130859,0.7934732437133789
19,0.7902354001998901,0.0010000000474974513,0.553550124168396,0.7791304588317871,0.7174591422080994
20,0.7996702194213867,0.0010000000474974513,0.4825752377510071,0.7802898287773132,0.704914927482605
21,0.8099294900894165,0.0010000000474974513,0.4477398693561554,0.7808695435523987,0.6778609752655029
22,0.815883457660675,0.0010000000474974513,0.4373588562011719,0.807536244392395,0.6481380462646484
23,0.8244023323059082,0.0010000000474974513,0.4080061912536621,0.7681159377098083,0.6959100961685181
24,0.8276998996734619,0.0010000000474974513,0.3974980115890503,0.7762318849563599,0.7642368674278259
25,0.8351195454597473,0.0010000000474974513,0.36247172951698303,0.7959420084953308,0.6740028858184814
26,0.8407987356185913,0.0010000000474974513,0.34336498379707336,0.8133333325386047,0.608850359916687
27,0.8403407335281372,0.0010000000474974513,0.34953415393829346,0.8017391562461853,0.6525917053222656
28,0.8453787565231323,0.0010000000474974513,0.3234674632549286,0.8005797266960144,0.6264944076538086
29,0.85169917345047,0.0010000000474974513,0.3034478724002838,0.7976811528205872,0.6540690064430237
30,0.8558211922645569,0.0010000000474974513,0.3034708797931671,0.8069565296173096,0.6482889652252197
31,0.8575615882873535,0.0010000000474974513,0.288396418094635,0.8121739029884338,0.6104467511177063
32,0.831730306148529,0.0010000000474974513,0.4018455743789673,0.802318811416626,0.6565169095993042
33,0.8462947607040405,0.0010000000474974513,0.3482471704483032,0.8063768148422241,0.6115719079971313
34,0.8566455841064453,0.0005000000237487257,0.28024524450302124,0.8173912763595581,0.597425639629364
35,0.867546021938324,0.0005000000237487257,0.2632145583629608,0.8336231708526611,0.5638388991355896
36,0.874141275882721,0.0005000000237487257,0.24438071250915527,0.8313043713569641,0.5611991286277771
37,0.8811028599739075,0.0005000000237487257,0.2298615425825119,0.8284057974815369,0.5725907683372498
38,0.8773472309112549,0.0005000000237487257,0.2237687110900879,0.8278260827064514,0.5608183145523071
39,0.8827516436576843,0.0005000000237487257,0.22367556393146515,0.8330434560775757,0.5637614727020264
40,0.8860492706298828,0.0005000000237487257,0.21702876687049866,0.827246367931366,0.571661651134491
41,0.8874232769012451,0.0005000000237487257,0.20607951283454895,0.8220289945602417,0.5704420208930969
42,0.8877896666526794,0.0005000000237487257,0.2084914594888687,0.8411594033241272,0.5578460693359375
43,0.8897132873535156,0.0005000000237487257,0.20591768622398376,0.8249275088310242,0.5715646743774414
44,0.890537679195404,0.0005000000237487257,0.1997167319059372,0.8307246565818787,0.580059289932251
45,0.8907209038734436,0.0005000000237487257,0.19274114072322845,0.8353623151779175,0.5688530206680298
46,0.8907209038734436,0.0005000000237487257,0.1899159848690033,0.8411594033241272,0.5614752173423767
47,0.8957589268684387,0.0005000000237487257,0.18149299919605255,0.8405796885490417,0.5495611429214478
48,0.9019877314567566,0.0005000000237487257,0.1737777143716812,0.8428985476493835,0.5420668721199036
49,0.9051937460899353,0.0005000000237487257,0.16318988800048828,0.843478262424469,0.5497629046440125
50,0.9044609069824219,0.0005000000237487257,0.16184261441230774,0.8463768362998962,0.528439462184906
51,0.9061097502708435,0.0005000000237487257,0.1592143326997757,0.8330434560775757,0.5697950124740601
52,0.9031785130500793,0.0005000000237487257,0.1743011474609375,0.8382608890533447,0.5880075097084045
53,0.903819739818573,0.0005000000237487257,0.1633055955171585,0.8475362062454224,0.5435591340065002
54,0.9085829257965088,0.0005000000237487257,0.15278977155685425,0.8446376919746399,0.5572707653045654
55,0.9118805527687073,0.0005000000237487257,0.15403026342391968,0.8423188328742981,0.5752249360084534
56,0.9083081483840942,0.0005000000237487257,0.15812614560127258,0.8463768362998962,0.5520387291908264
57,0.9125217795372009,0.0005000000237487257,0.15589606761932373,0.8405796885490417,0.5680100321769714
58,0.9124301671981812,0.0002500000118743628,0.1557893007993698,0.854492723941803,0.5141925811767578
59,0.9185673594474792,0.0002500000118743628,0.1348215490579605,0.8568115830421448,0.5377682447433472
